whs_13,whs_01,whs_12,item_code,cscg_status,whs_11,whs_10,quantity_wms,quantity_erp,warehouse_code,snap_date,item_name,variance,whs_09,whs_08,id,whs_15,whs_03,uom_code,metadata_fecha_consulta
0,0.0,0.0,10009374,Ok,0,0,25.0,25.0,1145,2025-09-05,PIN DE  9MM PARA CERRADURA EN S Ref: A0011P9,0.0,0.0,0,1406870,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10004427,Ok,0,0,1.0,1.0,1145,2025-09-05,SISTEMA CLOSET DUCLOSET SIMPLE  10100201201,0.0,0.0,0,1406871,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10031043,Ok,0,0,100.0,100.0,1145,2025-09-05,POLICLIP,0.0,0.0,0,1406872,0,0.0,Unidad,2025-09-06 01:42:11
0,0.0,0.0,10009201,Ok,0,0,23.0,23.0,1145,2025-09-05,RIEL SPAR TIPO FORTE EXTENSIÓN TOTAL 30KG 35CM  SPAR35,0.0,0.0,0,1406873,0,0.0,Juego,2025-09-06 01:42:11
0,0.0,0.0,10000031,Ok,0,0,19.0,19.0,1145,2025-09-05,HALADERA O TAPA IMPACTO SENCILLA,0.0,0.0,0,1406874,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10029654,Ok,0,0,13408.0,13408.0,1145,2025-09-05,PUNTILLA C.C 1.1/2'' CA MEJIA X UNIDAD (U.E LIBRA X 436),0.0,0.0,0,1406875,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10031755,Ok,0,0,20.0,20.0,1145,2025-09-05,ETERB. CEDAR 10MM CR 1220 X2440,0.0,0.0,0,1406876,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10004303,Ok,0,0,413.0,413.0,1145,2025-09-05,TORNILLO 6X1  DRYWALL DSPS DE AUTOPERF,0.0,0.0,0,1406877,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10029640,Ok,0,0,1.0,1.0,1145,2025-09-05,COMBO MANANTIAL PRO AL BTN CON PED BLANCO O26851001,0.0,0.0,0,1406878,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10011508,Ok,0,0,1.0,1.0,1145,2025-09-05,BUJE SOLDADO PRESION DE 4X3       REF 2901014,0.0,0.0,0,1406879,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10026694,Ok,0,0,1829.0,1829.0,1145,2025-09-05,TEJA ZINC ACESCO 0.8X3.05 (3X10) CAL.34 (0.20) 511133,0.0,0.0,0,1406880,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10032122,Ok,0,0,716.0,716.0,1145,2025-09-05,CANTO PVC REHAU GLACIAL DX (teka artico) 22X0.40 MM (U.E 300 m) 300mxRollo,0.0,0.0,0,1406881,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10006397,Ok,0,0,47.0,47.0,1145,2025-09-05,COLORANTE UNIVERSAL ZERO VOC  ROJO ORGANICO R 120696 1/4 GALON,0.0,0.0,0,1406882,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10005237,Ok,0,0,173.0,173.0,1145,2025-09-05,SIKA BOOM AMARILLO  500 CC.,0.0,0.0,0,1406883,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10016024,Ok,0,0,48.0,48.0,1145,2025-09-05,TEJA CLARABOYA ETERNIT P7 #4 SIN GANCHOS 1315883,0.0,0.0,0,1406884,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10013315,Ok,0,0,6.0,6.0,1145,2025-09-05,MARTILLO PULIDO #29HERRAGRO REF 75150129,0.0,0.0,0,1406885,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10019141,Ok,0,0,104.0,104.0,1145,2025-09-05,CANTO PVC INTRAPLAS TUMACO PRIM 19X1.5 MM 100mxRollo (UE 500),0.0,0.0,0,1406886,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10001470,Ok,0,0,3.0,3.0,1145,2025-09-05,DESAGUE GRIVAL PUSH PLAST. SIN REBOSE CROMO 935405551,0.0,0.0,0,1406887,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10011699,Ok,0,0,1.0,1.0,1145,2025-09-05,CODO GRAN R 90 UNION MECANICA RDE21 4'' REF 2902682,0.0,0.0,0,1406888,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10010987,Ok,0,0,1.0,1.0,1145,2025-09-05,MELAMINICO VESTO MDP RH TOSCANA SOFTWOOD SOFTWOOD 215X244X18,0.0,0.0,0,1406889,0,0.0,Lámina,2025-09-06 01:42:11
0,0.0,0.0,10030111,Ok,0,0,68.0,68.0,1145,2025-09-05,MELAMINICO  SUPERCOR  PB  RH  RIVIERA  TEX FOREST  183X244X15,0.0,0.0,0,1406890,0,0.0,Lámina,2025-09-06 01:42:11
0,0.0,0.0,10030865,Ok,0,0,67.0,67.0,1145,2025-09-05,POMO METALICO DE BAÑO CILINDRICO KL 501 B,0.0,0.0,0,1406891,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10029450,Ok,0,0,2515.0,2515.0,1145,2025-09-05,BISAGRA TORINO SEMIPARCHE 35MM-110° S/T 48084H,0.0,0.0,0,1406892,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10023762,Ok,0,0,23.0,23.0,1145,2025-09-05,TAPA TORNILLO ADHESIVO CIRCULAR 15 MM INT MALI (Roble Provenzal-Soder) PAQUETE X 100 UND,0.0,0.0,0,1406893,0,0.0,Pq,2025-09-06 01:42:11
0,0.0,0.0,10003106,Ok,0,0,2.0,2.0,1145,2025-09-05,DUCTOLON DE 1 1/2 X 3.3 MM BLANCO ROLLO X 250MT 2338,0.0,0.0,0,1406932,0,0.0,Rollo,2025-09-06 01:42:11
0,0.0,0.0,10011341,Ok,0,0,203.0,203.0,1145,2025-09-05,VALVULA DE BOLA 3/4'' ROSCADA 20HFF REF 2903491,0.0,0.0,0,1406933,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10026195,Ok,0,0,300.0,300.0,1145,2025-09-05,CANTO PVC LAMITECH PETROLEO 2237 MT 19X2MM (U.E 150 m) 50mxRollo,0.0,0.0,0,1406934,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10023738,Ok,0,0,32.0,32.0,1145,2025-09-05,CANTO PVC INTRAPLAS CENDRA ESCANDINAVO 19X1 MM 120mxRollo,0.0,0.0,0,1406935,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10006908,Ok,0,0,6.0,6.0,1145,2025-09-05,VINILTEX BLANCO PURO 1520 GALON,0.0,0.0,0,1406936,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10032901,Ok,0,0,45.0,45.0,1145,2025-09-05,CANTO FLEXIBLE DUNA NOVOPAN 33X0.40 MM 300mxRollo,0.0,0.0,0,1406937,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10011403,Ok,0,0,2255.0,2255.0,1145,2025-09-05,ADAPTADOR PRESION MACHO DE 1/2    REF 2900779,0.0,0.0,0,1406938,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10009735,Ok,0,0,202.0,202.0,1145,2025-09-05,CORREDERA  SPAR  55 CM CAFE   S/T  Ref: CS55/C,0.0,0.0,0,1406939,0,0.0,Juego,2025-09-06 01:42:11
0,0.0,0.0,10021065,Ok,0,0,71.0,71.0,1145,2025-09-05,TAPON SOLDADO CPVC DE 3/4    HOTPRO      2910386,0.0,0.0,0,1406940,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10000081,Ok,0,0,32.0,32.0,1145,2025-09-05,EMPAQUE PISAVIDRIO 14X14mm CK414 Rollox50mX,0.0,0.0,0,1406941,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10000047,Ok,0,0,5.0,5.0,1145,2025-09-05,BISAGRA DUCHA UNIVERSAL 2'' ANOLOK,0.0,0.0,0,1406942,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10005836,Ok,0,0,2.0,2.0,1145,2025-09-05,TAPA  MDF   183X244X25,0.0,0.0,0,1406943,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10033526,Ok,0,0,4.0,4.0,1145,2025-09-05,SUBCJ GF LVP MONOC BARCELONA MATE BLACK BA0045551,0.0,0.0,0,1406944,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10030427,Ok,0,0,26.0,26.0,1145,2025-09-05,MASILLA ETERCOAT 2 EN 1 JUNTA Y SUPERFICIE X 5 GAL,0.0,0.0,0,1406945,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10012425,Ok,0,0,96.0,96.0,1145,2025-09-05,CANTO PVC INTRAPLAS VIENES (Encino caribe) 90X1.5 MM 100mxRollo,0.0,0.0,0,1406946,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10026880,Ok,0,0,36.96,36.96,1145,2025-09-05,31X60  CERÁMICA PISO TIPO PIEDRA  MATE SLATE NEGRO    PORCELANITE (CJ: 1.68),0.0,0.0,0,1406947,0,0.0,m2,2025-09-06 01:42:11
0,0.0,0.0,10003790,Ok,0,0,1160.0,1160.0,1290,2025-09-05,CANTO PVC INTRAPLAS  BRUMA  22X0.45 MM (U.E 720 m) 240mxRollo,0.0,0.0,0,1406948,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10019126,Ok,0,0,183.6,183.6,1145,2025-09-05,CERAMICA PARA PISO BRILLANTE LAIKA 60X60 BEIGE (CJ 1.80 MTS),0.0,0.0,0,1406949,0,0.0,m2,2025-09-06 01:42:11
0,0.0,0.0,10009307,Ok,0,0,3.0,3.0,1145,2025-09-05,SMART BOARD MAGIC OPTIMA DIVISORIO TRANSVERSAL Ref: 262211,0.0,0.0,0,1406950,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10026108,Ok,0,0,20.0,20.0,1145,2025-09-05,CODO 45 3/4 CPVC HOTPRO   REF 2910361,0.0,0.0,0,1406951,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10030644,Ok,0,0,85.0,85.0,1145,2025-09-05,CANTO PVC INTRAPLAS AUSTRAL FORES 35X0.45 MM 240mxRollo,0.0,0.0,0,1406952,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10020022,Ok,0,0,29.0,29.0,1145,2025-09-05,RODILLO FELPA EPOXICO BLANCO 9'',0.0,0.0,0,1406953,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10007321,Ok,0,0,66.0,66.0,1145,2025-09-05,TAPA PARA ENVASE DE GALON,0.0,0.0,0,1406954,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10032861,Ok,0,0,18712.0,18712.0,1145,2025-09-05,TORNILLO DELTA EST 8X1/2 P.AGUDA TAIWAN,0.0,0.0,0,1406955,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10031783,Ok,0,0,300.0,300.0,1145,2025-09-05,CANTO FLEXIBLE BLANCO 44X0.40 MM 300mxRollo,0.0,0.0,0,1406956,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10026882,Ok,0,0,8.4,8.4,1145,2025-09-05,31X60  CERÁMICA PISO TIPO MADERA  MATE SHERMAN SMOKED GRIS    PORCELANITE (CJ: 1.68),0.0,0.0,0,1406957,0,0.0,m2,2025-09-06 01:42:11
0,0.0,0.0,10009514,Ok,0,0,242.0,242.0,1145,2025-09-05,MANIJA EXTENDER SERIE 722   160 MM Ref: SPAR722,0.0,0.0,0,1406958,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10033128,Ok,0,0,1.0,1.0,1145,2025-09-05,ONE PIECE LUXOR DUAL FLUSH BLANCO PC20070101,0.0,0.0,0,1406959,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10032573,Ok,0,0,546.0,546.0,1145,2025-09-05,CANTO PVC REHAU GLACIAL DX (teka artico) 42X0.40MM (UE 300m)300mxRollo,0.0,0.0,0,1406960,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10027320,Ok,0,0,1.0,1.0,1145,2025-09-05,DISCO CORTE ACERO NORTON T41 BNA12 4-1/2'' X 3/64 X 7/8,0.0,0.0,0,1406961,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10005354,Ok,0,0,130.0,130.0,1145,2025-09-05,EMULSION ASFALTICA SIKA x 3.5 KG (94593),0.0,0.0,0,1406962,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10003793,Ok,0,0,243.0,243.0,1290,2025-09-05,CANTO PVC INTRAPLAS CAOBA PRIM 19X1.5 MM 100mxRollo,0.0,0.0,0,1406963,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10020671,Ok,0,0,7.0,7.0,1145,2025-09-05,LISTON ARAUCO 41X140X3962 SE FG4 S4S SE,0.0,0.0,0,1406964,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10013882,Ok,0,0,4.0,4.0,1145,2025-09-05,CANTO PVC INTRAPLAS WENGUE SHIRAZ  22X1.5 MM (U.E 500 m) 100mxRollo,0.0,0.0,0,1406965,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10006220,Ok,0,0,1.0,1.0,1145,2025-09-05,ESMALTE DOMESTICO AZUL FRANCES P-35 GALON,0.0,0.0,0,1406966,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10010124,Ok,0,0,4.0,4.0,1145,2025-09-05,FORMICA LAMITECH F6 GENERICA  ESTUCO AMARILLO 4079 TEXTURA POSTFORMABLE  122X244,0.0,0.0,0,1406967,0,0.0,Lámina,2025-09-06 01:42:11
0,0.0,0.0,10003760,Ok,0,0,10.0,10.0,1290,2025-09-05,CANTO PVC INTRAPLAS AMARETTO 22X0.45 MM 240mxRollo,0.0,0.0,0,1406968,0,0.0,Metro,2025-09-06 01:42:11
0,0.0,0.0,10030855,Ok,0,0,9.0,9.0,1145,2025-09-05,POMO MADERA COLOR MIEL BAÑO KL 601 B,0.0,0.0,0,1406969,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10005854,Ok,0,0,4.0,4.0,1145,2025-09-05,TAPA  MDF MELAMINA   183X244X18,0.0,0.0,0,1407008,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10024920,Ok,0,0,12.0,12.0,1145,2025-09-05,HORIZONTAL VIDRIO SENCILLO FACHADA SERIE 45 TAPA1695 ABM,0.0,0.0,0,1407009,0,0.0,m,2025-09-06 01:42:11
0,0.0,0.0,10009212,Ok,0,0,212.0,212.0,1145,2025-09-05,RIEL SPAR TIPO LIGHT EXTENSIÓN TOTAL 20KG 35CM  SPAR35/35,0.0,0.0,0,1407010,0,0.0,Juego,2025-09-06 01:42:11
0,0.0,0.0,10030856,Ok,0,0,15.0,15.0,1145,2025-09-05,POMO MADERA COLOR MIEL ALCOBA KL 601 A,0.0,0.0,0,1407011,0,0.0,Und,2025-09-06 01:42:11
0,0.0,0.0,10014098,Ok,0,0,29.0,29.0,1145,2025-09-05,MELAMINICO  UNICOR MDF RH MACULA TEX RUSTICK  183X244X5.5  1C/ SIN BACKER,0.0,0.0,0,1407012,0,0.0,Lámina,2025-09-06 01:42:11
