ctxn_balance,ctxn_attribute1,ctxn_primary_uom_code,ctxn_attribute2,ctxn_document_number,cdct_name,codv_invoice,ctxn_organization_id,ctxn_transaction_reference,ctxn_expiration_date,ctxn_secondary_qty,ctxn_secondary_uom_code,ctxn_movement_type,ctxn_transaction_date,ctxn_warehouse_code,ctxn_task_id,ctxn_item_code1,ctxn_item_code2,ctxn_onset_date,ctxn_currency_code,ctxn_primary_qty,ctxn_handling_unit,ctxn_storagebin_code,ctxn_stock_type_code,ctxn_created_on,ctxn_id,ctxn_document_reference,ctxn_created_by,ctxn_item_name1,ctxn_current_cost,ctxn_transaction_group_id,ctxn_batch_number,metadata_fecha_consulta
6.0,,Und,,515404,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231068.0,10009431,,,$,6.0,195286,MUELLE 5,12,21:34:25,2089843,144137,eduarte,VAJILLERO SPAR EN ACERO INOXIDABLE MOD 70CM SPAR-V70,50235.55,1762962,,2025-09-06 23:28:50
144.0,,m,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10011386,,,COP,144.0,192259,F28M2A20IZQ,01,21:33:45,2089842,,cmendez,TUBO PRESION RDE 21 DE 1.1/4'' X6M REF 2900225,3421.13,1762961,,2025-09-06 23:28:50
0.0,,m,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10011386,,,COP,-144.0,195113,MUELLE 1,01,21:33:45,2089841,,cmendez,TUBO PRESION RDE 21 DE 1.1/4'' X6M REF 2900225,3421.13,1762961,,2025-09-06 23:28:50
5.0,,Und,,515404,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231068.0,10009430,,,$,5.0,195286,MUELLE 5,12,21:30:15,2089840,144137,eduarte,VAJILLERO SPAR EN ACERO INOXIDABLE MOD 60CM SPAR-V60,43074.3,1762960,,2025-09-06 23:28:50
169.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10029449,,,$,169.0,195285,MUELLE 5,01,21:26:50,2089839,144604,eduarte,BISAGRA TORINO PARCHE 35MM-110° S/T 4800 4H,819.53,1762959,,2025-09-06 23:28:50
1.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10025201,,,$,1.0,195285,MUELLE 5,09,21:23:54,2089838,144604,eduarte,CUBIERTERO SLIM DE 7 ESPACIOS MOD 40 COLOR GRIS 350*480*50MM,23646.23,1762958,,2025-09-06 23:28:50
1.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10024141,,,$,1.0,195285,MUELLE 5,09,21:23:19,2089837,144604,eduarte,CUBIERTERO SLIM DE 7 ESPACIOS COLOR GRIS 550X480X50MM,32265.38,1762957,,2025-09-06 23:28:50
2.0,,Und,,,,,98,,2026-08-19,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10023549,,,$,2.0,184522,F14M2A10DER,01,21:22:13,2089836,,aanaya,MASILLA SUPERMASTICK CUÑETE X 28 KILOS,34917.24,1762956,,2025-09-06 23:28:50
2.0,,Und,,,,,98,,2026-08-19,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10023549,,,$,-2.0,194368,F14M3A10,01,21:22:13,2089835,,aanaya,MASILLA SUPERMASTICK CUÑETE X 28 KILOS,34917.24,1762956,,2025-09-06 23:28:50
3.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10003949,,,$,3.0,195287,MUELLE 5,01,21:21:52,2089834,144604,eduarte,ESCUADRA PARA MUEBLES 20 X 64 MM ES-120,1039.07,1762955,,2025-09-06 23:28:50
6.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10003951,,,$,6.0,195287,MUELLE 5,01,21:21:28,2089833,144604,eduarte,ESCUADRA PARA MUEBLES 10 X 18 MM ES-90,285.03,1762954,,2025-09-06 23:28:50
22.0,,Und,,,,,98,,2026-08-19,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10023549,,,$,22.0,194306,F14M2A10DER,01,21:21:24,2089832,,aanaya,MASILLA SUPERMASTICK CUÑETE X 28 KILOS,34917.24,1762953,,2025-09-06 23:28:50
0.0,,Und,,,,,98,,2026-08-19,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10023549,,,$,-22.0,194306,F14M3A10,01,21:21:24,2089831,,aanaya,MASILLA SUPERMASTICK CUÑETE X 28 KILOS,34917.24,1762953,,2025-09-06 23:28:50
55.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10003955,,,$,55.0,195287,MUELLE 5,01,21:20:00,2089830,144604,eduarte,SOPORTE ENTREPANO NIQUELADO SB-20,293.65,1762952,,2025-09-06 23:28:50
15.0,,Juego,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10009694,,,$,15.0,195287,MUELLE 5,01,21:19:07,2089829,144604,eduarte,RIEL REPON EXTENSION TOTAL PUSH TO OPEN 35CMS ZINCADO,48344.19,1762951,,2025-09-06 23:28:50
76.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10009768,,,$,76.0,195287,MUELLE 5,01,21:18:20,2089828,144604,eduarte,SOPORTE PARA TUBO OVALADO DE CLOSET SPAR Ref: ST12102,466.89,1762950,,2025-09-06 23:28:50
10.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10020764,,,$,10.0,195287,MUELLE 5,01,21:17:59,2089827,144604,eduarte,BRAZO NEUMÁTICO SPAR 60N,2332.69,1762949,,2025-09-06 23:28:50
2.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10021655,,,$,2.0,195287,MUELLE 5,01,21:16:36,2089826,144604,eduarte,PATA CILINDRICA METALICA CON NIVELADOR 8,3261.35,1762948,,2025-09-06 23:28:50
90.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10022483,,,$,90.0,195287,MUELLE 5,01,21:16:18,2089825,144604,eduarte,BRAZO NEUMATICO SPAR CIERRE LENTO 80N,5480.99,1762947,,2025-09-06 23:28:50
10.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10022490,,,COP,10.0,195287,MUELLE 5,01,21:15:30,2089824,144604,eduarte,MANIJA EMBEBIDA BELLFORT- SPAR,5167.16,1762946,,2025-09-06 23:28:50
30.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10023059,,,$,30.0,195287,MUELLE 5,01,21:15:14,2089823,144604,eduarte,BISAGRA SLOW MOTION CLIP ON 35MM SEMIPARCHE C/T 4H,1879.74,1762945,,2025-09-06 23:28:50
1.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10029449,,,$,1.0,195287,MUELLE 5,01,21:14:51,2089822,144604,eduarte,BISAGRA TORINO PARCHE 35MM-110° S/T 4800 4H,819.53,1762944,,2025-09-06 23:28:50
1.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10030064,,,$,1.0,195287,MUELLE 5,01,21:14:35,2089821,144604,eduarte,ESQUINA MAGICA SPAR GRAFITO/ MELAMINA GRIS ANTIDESLIZANTE DERECHA/ IZQUIERDA A607xP503xH613,896006.24,1762943,,2025-09-06 23:28:50
47.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10030067,,,$,47.0,195287,MUELLE 5,01,21:14:13,2089820,144604,eduarte,ESCUADRA DE ENSAMBLE PERFIL NIZA SPAR,682.19,1762942,,2025-09-06 23:28:50
2.0,,Und,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10032960,,,$,2.0,195287,MUELLE 5,01,21:13:42,2089819,144604,eduarte,RIEL SPAR OCULTO EXT. TOTAL CIERRE LENTO Y PUSH OPEN SINCRONIZADO 35 KG 50 CM RBM/50,69342.8,1762941,,2025-09-06 23:28:50
40.0,,Juego,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10021648,,,$,40.0,162248,F22M4A10DER,01,21:11:11,2089818,144604,eduarte,RIEL SPAR OCULTO EXT. TOTAL SLOW MOTION 35KG 50CM RBM/50,32621.81,1762940,,2025-09-06 23:28:50
10.0,,Juego,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10021647,,,$,10.0,162347,F22M4A20DER,01,21:09:17,2089817,144604,eduarte,RIEL SPAR OCULTO EXT. TOTAL SLOW MOTION 35KG 45CM RBM/45,32592.69,1762939,,2025-09-06 23:28:50
40.0,,Juego,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10021647,,,$,40.0,162260,F22M4A20IZQ,01,21:08:55,2089816,144604,eduarte,RIEL SPAR OCULTO EXT. TOTAL SLOW MOTION 35KG 45CM RBM/45,32592.69,1762938,,2025-09-06 23:28:50
10.0,,Juego,,515402,Entrada por solicitud de traslado,,98,,,,,101 Entrada de mercancías de pedido a almacén,2025-09-05,1145,231067.0,10021645,,,$,10.0,161173,F22M4A30IZQ,01,21:08:12,2089815,144604,eduarte,RIEL SPAR OCULTO EXT. TOTAL SLOW MOTION 35KG 35CM RBM/35,30233.95,1762937,,2025-09-06 23:28:50
17.0,,Und,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10009769,,,$,17.0,132292,F9M3A4DER,12,20:41:46,2089814,,cmendez,TUBO OVALADO PARA CLOSET CROMADO SPAR Ref: TB13102,8145.36,1762936,,2025-09-06 23:28:50
0.0,,Und,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10009769,,,$,-17.0,195284,MUELLE 5,12,20:41:46,2089813,,cmendez,TUBO OVALADO PARA CLOSET CROMADO SPAR Ref: TB13102,8145.36,1762936,,2025-09-06 23:28:50
6.0,,Und,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10026690,511451,,COP,6.0,PLT2179344,FLORIDABLANCA,01,20:35:49,2089812,,jvaca,TEJA ZINC ACESCO 0.8X3.05 (3x10) CAL.35 (0.17) 511000,22823.86,1762935,,2025-09-06 23:28:50
0.0,,Und,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10026690,511451,,COP,-6.0,PLT2179344,Picking,01,20:35:49,2089811,,jvaca,TEJA ZINC ACESCO 0.8X3.05 (3x10) CAL.35 (0.17) 511000,22823.86,1762935,,2025-09-06 23:28:50
6.0,,Und,,515555,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1145,,10026690,511451,,COP,6.0,PLT2179344,Picking,01,20:31:50,2089810,515554,jvaca,TEJA ZINC ACESCO 0.8X3.05 (3x10) CAL.35 (0.17) 511000,22823.86,1762934,,2025-09-06 23:28:50
109.0,,Und,,515555,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1145,,10026690,511451,,COP,-6.0,184589,F6M5A50DER,01,20:31:50,2089809,515554,jvaca,TEJA ZINC ACESCO 0.8X3.05 (3x10) CAL.35 (0.17) 511000,22823.86,1762934,,2025-09-06 23:28:50
500.0,,Und,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10026696,,,COP,500.0,184593,F6M3A20DER,01,20:30:22,2089808,,jvaca,TEJA ZINC ACESCO 0.8X2.14 (3X7) CAL.33 (0.23) 511160,21751.0,1762933,,2025-09-06 23:28:50
0.0,,Und,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10026696,,,COP,-500.0,195277,MUELLE 6,01,20:30:22,2089807,,jvaca,TEJA ZINC ACESCO 0.8X2.14 (3X7) CAL.33 (0.23) 511160,21751.0,1762933,,2025-09-06 23:28:50
0.0,,Und,,515721,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-05,1145,,10001609,,,$,-1.0,PLT2179303,TRASLADOS ACC,01,20:26:20,2089806,515260,garenas,SANITARIO MONTECARLO NOVO AL.HET EN CAJA BONE O29161031,475145.0,1762932,,2025-09-06 23:28:50
0.0,,Und,,515721,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-05,1145,,10001609,,,$,-1.0,PLT2179303,TRASLADOS ACC,01,20:26:20,2089805,515260,garenas,SANITARIO MONTECARLO NOVO AL.HET EN CAJA BONE O29161031,475145.0,1762931,,2025-09-06 23:28:50
0.0,,Und,,515720,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-05,1145,,10033836,,,$,-1.0,PLT2177818,TRASLADOS ACC,01,20:26:20,2089804,514790,garenas,CEPILLERA GRETA DORADO PM4265551,25412.0,1762930,,2025-09-06 23:28:50
0.0,,Und,,515720,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-05,1145,,10033836,,,$,-2.0,PLT2177818,TRASLADOS ACC,01,20:26:20,2089803,514790,garenas,CEPILLERA GRETA DORADO PM4265551,25412.0,1762929,,2025-09-06 23:28:50
0.0,,Und,,515720,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-05,1145,,10033527,,,$,-1.0,PLT2177818,TRASLADOS ACC,01,20:26:20,2089802,514790,garenas,SUBCJ GF LVP MONOC BARCELONA CROMO BA0055551,102294.0,1762928,,2025-09-06 23:28:50
0.0,,Und,,515720,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-05,1145,,10014938,,,$,-3.0,PLT2177818,TRASLADOS ACC,01,20:26:20,2089801,514790,garenas,CANASTILLA CON SOSCO 4P METALICA 937260001,28294.0,1762927,,2025-09-06 23:28:50
0.0,,Und,,515720,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-05,1145,,10014938,,,$,-2.0,PLT2177818,TRASLADOS ACC,01,20:26:20,2089800,514790,garenas,CANASTILLA CON SOSCO 4P METALICA 937260001,28294.0,1762926,,2025-09-06 23:28:50
0.0,,Und,,515720,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-05,1145,,10033834,,,$,-1.0,PLT2177818,TRASLADOS ACC,01,20:26:20,2089799,514790,garenas,KIT ACCESORIOS X3 GRETA DORADO PM4155551,76412.0,1762925,,2025-09-06 23:28:50
0.0,,Und,,515720,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-05,1145,,10033834,,,$,-2.0,PLT2177818,TRASLADOS ACC,01,20:26:20,2089798,514790,garenas,KIT ACCESORIOS X3 GRETA DORADO PM4155551,76412.0,1762924,,2025-09-06 23:28:50
0.0,,Und,,515720,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-05,1145,,10033832,,,$,-1.0,PLT2177818,TRASLADOS ACC,01,20:26:20,2089797,514790,garenas,PORTA ROLLO GRETA DORADO PM4135551,27176.0,1762923,,2025-09-06 23:28:50
0.0,,Und,,515720,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-05,1145,,10001449,,,$,-10.0,PLT2177818,TRASLADOS ACC,01,20:26:20,2089796,514790,garenas,DESAGUE SENCILLO INTEGRADO CON REBOSE CROMO 931100001,9029.0,1762922,,2025-09-06 23:28:50
0.0,,Und,,515720,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-05,1145,,10001775,,,$,-2.0,PLT2177818,TRASLADOS ACC,01,20:26:20,2089795,514790,garenas,SUBCJ LVP SENC PLNCA BALTA 415150001,35824.0,1762921,,2025-09-06 23:28:50
0.0,,Und,,515720,Salida por entrega,,98,,,,,261 Consumo de almacén para orden,2025-09-05,1145,,10015391,7706157668799,,COP,-1.0,PLT2177818,TRASLADOS ACC,01,20:26:20,2089794,514790,garenas,GRIF. ORINAL PUSH EXP 3/4'' RACOR 947140001,204897.0,1762920,,2025-09-06 23:28:50
