ctsk_task_name,ctti_time_els_value,ctsk_lines,ctsk_current_value,ctsk_waiting_date,ctsk_parking_dock_code,cdct_name,ctsk_id,ctsk_document_id,ctsk_reference,ctsk_complete_date,ctsk_task_description,ctst_name,ctsk_pci,ctsk_organization_id,ctsk_target_value,ctsk_created_on,cwhs_code,ctsk_priority,ctsk_task_user,ctsk_running_date,ctsk_task_state,ctsk_planning_date,metadata_fecha_consulta
"514517 Madera F5,F6,F7 Y F8",00:08:16.611544,3.0,11.0,2025-09-04T16:32:03.576144,,ARDISA ENTREGA,230735,514521,,2025-09-04T18:17:34.74782,Orden No. 500116093,Picking,1.0,98,11.0,2025-09-04T16:31:07.592139,1290,Muy baja,mdiaz,2025-09-04T18:07:01.341181,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514517 Madera F5,F6,F7 Y F8<A10",00:16:41.177557,5.0,32.0,2025-09-04T16:32:03.576144,,ARDISA ENTREGA,230734,514520,,2025-09-04T18:34:19.277015,Orden No. 500116093,Picking,1.0,98,32.0,2025-09-04T16:31:07.592139,1290,Muy baja,mdiaz,2025-09-04T18:17:38.099458,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514517 Madera Torres,00:01:20.550266,1.0,6.0,2025-09-04T16:32:03.576144,,ARDISA ENTREGA,230736,514522,,2025-09-04T18:10:24.157082,Orden No. 500116093,Picking,1.0,98,6.0,2025-09-04T16:31:07.592139,1290,Muy baja,mdiaz,2025-09-04T18:06:49.7984,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514515 Madera F5,F6,F7 Y F8<A10",00:01:55.091217,1.0,5.0,2025-09-04T16:32:03.576144,,ARDISA ENTREGA,230732,514518,,2025-09-04T19:29:10.717713,Orden No. 891016430,Picking,1.0,98,5.0,2025-09-04T16:31:04.265415,1290,Muy baja,mdiaz,2025-09-04T19:26:48.763416,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514515 Madera F5,F6,F7 Y F8",00:05:10.270546,2.0,3.0,2025-09-04T16:32:03.576144,,ARDISA ENTREGA,230733,514519,,2025-09-04T19:33:43.587514,Orden No. 891016430,Picking,1.0,98,3.0,2025-09-04T16:31:04.265415,1290,Muy baja,mdiaz,2025-09-04T18:35:18.86848,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514510 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:08:03.59067,2.0,18.0,2025-09-04T16:35:39.219728,,ARDISA ENTREGA,230731,514511,,2025-09-04T17:11:22.989385,Orden No. 500116092,Picking,1.0,98,18.0,2025-09-04T16:30:55.106486,1145,Muy baja,aanaya,2025-09-04T16:41:57.881751,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514504 MADERA FILAS 1 Y 5 TORRES,00:02:00.703962,1.0,3.0,2025-09-04T16:35:14.86739,,ARDISA ENTREGA,230730,514505,,2025-09-04T18:01:47.96538,Orden No. 887055286,Picking,1.0,98,3.0,2025-09-04T16:30:46.394088,1145,Muy baja,jvaca,2025-09-04T16:36:19.768155,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514501 MADERA ALT 10 PICKING,00:01:37.652257,1.0,5.0,2025-09-04T16:35:14.86739,,VENTA PUNTUAL,230729,514502,,2025-09-04T18:01:56.288113,Orden No. 144773,Picking,1.0,98,5.0,2025-09-04T16:30:43.992872,1145,Muy baja,jvaca,2025-09-04T16:36:09.28328,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514498 HERRAMIENTAS,00:01:47.449399,1.0,2.0,2025-09-04T16:35:39.219728,,ARDISA ENTREGA,230728,514499,,2025-09-04T17:52:51.094124,Orden No. 500116091,Picking,1.0,98,2.0,2025-09-04T16:30:38.982682,1145,Muy baja,aanaya,2025-09-04T16:41:52.324139,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514495 Formica,00:02:50.935531,1.0,2.0,2025-09-04T16:31:01.403764,,PRODUCCIÒN,230727,514496,,2025-09-04T16:51:35.391993,Orden No. 144772,Picking,1.0,98,2.0,2025-09-04T16:30:29.779692,1290,Muy baja,sacosta,2025-09-04T16:48:44.456462,Complete,2025-09-04T00:00:00,2025-09-05 15:39:43
514492 Canto,00:07:07.506755,1.0,17.0,2025-09-04T16:31:30.348138,,VENTA PUNTUAL,230726,514493,,2025-09-04T17:03:16.796131,Orden No. 144771,Picking,1.0,98,17.0,2025-09-04T16:30:17.848676,1290,Muy baja,cangel,2025-09-04T16:43:39.527752,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514436 Madera F5,F6,F7 Y F8<A10",00:04:51.5547,1.0,6.0,2025-09-04T16:20:46.530849,,ARDISA ENTREGA,230722,514483,,2025-09-04T17:06:14.43702,Orden No. 891016427,Picking,1.0,98,6.0,2025-09-04T16:20:11.116156,1290,Muy baja,mdiaz,2025-09-04T16:28:46.217324,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514436  -  CRA 105 F # 69-22 SAN BASILIO,00:00:29.581482,1.0,10.0,2025-09-04T16:20:46.530849,,ARDISA ENTREGA,230725,514486,,2025-09-04T16:48:34.908126,Orden No. 891016427,Picking,1.0,98,10.0,2025-09-04T16:20:11.116156,1290,Muy baja,mdiaz,2025-09-04T16:28:18.610884,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514436 Madera Torres,00:03:00.924757,1.0,4.0,2025-09-04T16:20:46.530849,,ARDISA ENTREGA,230724,514485,,2025-09-04T16:49:26.618571,Orden No. 891016427,Picking,1.0,98,4.0,2025-09-04T16:20:11.116156,1290,Muy baja,mdiaz,2025-09-04T16:28:36.500145,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514436 Madera F5,F6,F7 Y F8",00:11:55.271891,5.0,15.0,2025-09-04T16:20:46.530849,,ARDISA ENTREGA,230723,514484,,2025-09-04T17:01:24.446159,Orden No. 891016427,Picking,1.0,98,15.0,2025-09-04T16:20:11.116156,1290,Muy baja,mdiaz,2025-09-04T16:28:54.548218,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514436 Herraje,00:11:36.115071,2.0,100.0,2025-09-04T16:20:46.530849,,ARDISA ENTREGA,230721,514482,,2025-09-04T16:43:27.665589,Orden No. 891016427,Picking,1.0,98,100.0,2025-09-04T16:20:11.116156,1290,Muy baja,cangel,2025-09-04T16:21:39.09648,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514436 Canto,00:09:51.536769,2.0,100.0,2025-09-04T16:20:46.530849,,ARDISA ENTREGA,230720,514481,,2025-09-04T16:43:33.101283,Orden No. 891016427,Picking,1.0,98,100.0,2025-09-04T16:20:11.116156,1290,Muy baja,cangel,2025-09-04T16:33:28.404121,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514474 Madera F5,F6,F7 Y F8",00:05:37.998585,1.0,1.0,2025-09-04T16:22:34.276533,,ARDISA ENTREGA,230717,514476,,2025-09-04T18:41:11.033604,Orden No. 911007155,Picking,1.0,98,1.0,2025-09-04T16:17:03.028182,1290,Muy baja,mdiaz,2025-09-04T18:35:32.034848,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514474 Canto,00:10:04.886696,2.0,150.0,2025-09-04T16:22:34.276533,,ARDISA ENTREGA,230716,514475,,2025-09-04T17:03:47.700763,Orden No. 911007155,Picking,1.0,98,150.0,2025-09-04T16:17:03.028182,1290,Muy baja,cangel,2025-09-04T16:44:40.080987,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514468  -  CALLE 43 CR 23 - 95 EL POBLADO,00:00:18.363668,2.0,20.0,2025-09-04T16:50:19.146542,,ARDISA ENTREGA,230714,514468,,2025-09-04T17:36:51.712568,,Auditoria Picking,1.0,98,20.0,2025-09-04T16:16:47.583094,1145,Normal,hpinzon,2025-09-04T17:36:33.3489,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514471  -  CALLE 10 # 13 - 85,00:01:57.479229,2.0,11.0,2025-09-04T16:50:19.146542,,ARDISA ENTREGA,230715,514471,,2025-09-04T17:54:39.507672,,Auditoria Picking,1.0,98,11.0,2025-09-04T16:16:47.583094,1145,Normal,hpinzon,2025-09-04T17:52:42.028443,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514461  -  CLL 3 # 4A-04 BRR LA TACHUELA,01:01:52.414966,15.0,4057.0,2025-09-04T16:50:19.146542,,ARDISA ENTREGA,230713,514461,,2025-09-04T18:37:35.4482,,Auditoria Picking,1.0,98,4057.0,2025-09-04T16:16:47.583094,1145,Normal,hpinzon,2025-09-04T17:32:32.117135,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514471 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:16:59.611314,2.0,11.0,2025-09-04T16:17:17.152144,,ARDISA ENTREGA,230712,514472,,2025-09-04T17:10:49.556289,Orden No. 893021915,Picking,1.0,98,11.0,2025-09-04T16:16:26.864326,1145,Muy baja,aanaya,2025-09-04T16:29:32.268193,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514468 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:17:17.28036,2.0,20.0,2025-09-04T16:17:17.152144,,ARDISA ENTREGA,230711,514469,,2025-09-04T17:10:19.899932,Orden No. 893021914,Picking,1.0,98,20.0,2025-09-04T16:16:16.130578,1145,Muy baja,aanaya,2025-09-04T16:29:25.192133,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514461 PERFILERIA,00:02:23.343765,2.0,6.0,2025-09-04T16:17:32.9817,,ARDISA ENTREGA,230707,514463,,2025-09-04T16:29:20.156149,Orden No. 893021913,Picking,1.0,98,6.0,2025-09-04T16:15:56.220065,1145,Muy baja,cmendez,2025-09-04T16:20:59.952131,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514461 BUC-GRIVAL-PAVCO F24,25,26,27 ",00:06:12.943784,8.0,4016.0,2025-09-04T16:18:21.792497,,ARDISA ENTREGA,230709,514465,,2025-09-04T17:34:57.046591,Orden No. 893021913,Picking,1.0,98,4016.0,2025-09-04T16:15:56.220065,1145,Muy baja,cgalvis,2025-09-04T16:23:34.088122,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514461 BUC-ETERBOARD_DRYWALL_F29 Y 30,00:11:01.136851,1.0,15.0,2025-09-04T16:18:21.792497,,ARDISA ENTREGA,230710,514466,,2025-09-04T17:14:27.194486,Orden No. 893021913,Picking,1.0,98,15.0,2025-09-04T16:15:56.220065,1145,Muy baja,cgalvis,2025-09-04T16:24:02.952497,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514461 CANTOS Y HERRAJES ,00:04:31.713975,1.0,15.0,2025-09-04T16:18:21.792497,,ARDISA ENTREGA,230708,514464,,2025-09-04T17:12:41.914533,Orden No. 893021913,Picking,1.0,98,15.0,2025-09-04T16:15:56.220065,1145,Muy baja,eduarte,2025-09-04T16:22:37.62888,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514461 PISO-PARED PICKING ATL 10-20,00:05:04.761079,3.0,5.0,2025-09-04T16:17:32.9817,,ARDISA ENTREGA,230706,514462,,2025-09-04T16:29:28.729341,Orden No. 893021913,Picking,1.0,98,5.0,2025-09-04T16:15:56.220065,1145,Muy baja,cmendez,2025-09-04T16:21:09.10812,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514457 Madera F5,F6,F7 Y F8",00:07:30.955671,3.0,8.0,2025-09-04T16:22:34.276533,,ARDISA ENTREGA,230705,514459,,2025-09-04T18:57:10.467566,Orden No. 889012630,Picking,1.0,98,8.0,2025-09-04T16:15:47.540164,1290,Muy baja,mdiaz,2025-09-04T18:41:19.835018,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514457 Madera F5,F6,F7 Y F8<A10",00:03:53.713265,2.0,4.0,2025-09-04T16:22:34.276533,,ARDISA ENTREGA,230704,514458,,2025-09-04T18:49:44.564267,Orden No. 889012630,Picking,1.0,98,4.0,2025-09-04T16:15:47.540164,1290,Muy baja,mdiaz,2025-09-04T18:41:32.969747,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514411  -  cra 49 cerro de pan de azucar,00:01:44.238529,2.0,100.0,2025-09-04T16:50:19.146542,,ARDISA ENTREGA,230701,514411,,2025-09-04T17:30:35.09718,,Auditoria Picking,1.0,98,100.0,2025-09-04T16:14:52.591403,1145,Normal,hpinzon,2025-09-04T17:28:50.858651,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514405  -  CRA 16 27 65,00:02:12.418376,1.0,3.0,2025-09-04T16:50:19.146542,,VENTA PUNTUAL,230699,514405,,2025-09-04T17:22:40.99882,,Auditoria Picking,1.0,98,3.0,2025-09-04T16:14:52.591403,1145,Normal,hpinzon,2025-09-04T17:20:28.580444,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514408  -  CRA 16 27 65,00:06:31.174939,3.0,7.0,2025-09-04T16:50:19.146542,,VENTA PUNTUAL,230700,514408,,2025-09-04T17:30:48.462551,,Auditoria Picking,1.0,98,7.0,2025-09-04T16:14:52.591403,1145,Normal,hpinzon,2025-09-04T17:22:45.175053,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514415  -  CRA 16 27 65,00:54:18.72221,1.0,3.0,2025-09-04T16:50:19.146542,,VENTA PUNTUAL,230702,514415,,2025-09-04T18:27:53.413851,,Auditoria Picking,1.0,98,3.0,2025-09-04T16:14:52.591403,1145,Normal,hpinzon,2025-09-04T17:30:52.742113,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514421  -  cra 49 cerro de pan de azucar,00:57:31.951227,3.0,222.0,2025-09-04T16:50:19.146542,,ARDISA ENTREGA,230703,514421,,2025-09-04T18:31:31.245539,,Auditoria Picking,1.0,98,222.0,2025-09-04T16:14:52.591403,1145,Normal,hpinzon,2025-09-04T17:30:59.837025,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514440 Madera F5,F6,F7 Y F8<A10",00:02:28.827477,3.0,5.0,2025-09-04T16:05:14.760103,,ARDISA ENTREGA,230697,514444,,2025-09-04T16:27:45.000368,Orden No. 500116088,Picking,1.0,98,5.0,2025-09-04T16:01:21.468144,1290,Muy baja,mdiaz,2025-09-04T16:19:20.79213,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514440 Madera F5,F6,F7 Y F8",00:05:51.218559,2.0,6.0,2025-09-04T16:05:14.760103,,ARDISA ENTREGA,230698,514445,,2025-09-04T16:25:10.731844,Orden No. 500116088,Picking,1.0,98,6.0,2025-09-04T16:01:21.468144,1290,Muy baja,mdiaz,2025-09-04T16:18:57.884587,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514423 Madera Torres,00:03:04.865894,1.0,3.0,2025-09-04T16:06:16.841548,,VENTA PUNTUAL,230687,514426,,2025-09-04T20:02:57.357029,Orden No. 144770,Picking,1.0,98,3.0,2025-09-04T16:00:48.208141,1290,Muy baja,mdiaz,2025-09-04T19:15:53.904064,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514421 BUC-GRIVAL-PAVCO F24,25,26,27 ",00:02:17.633928,1.0,22.0,2025-09-04T16:16:36.766428,,ARDISA ENTREGA,230688,514427,,2025-09-04T17:54:15.860122,Orden No. 500116082,Picking,1.0,98,22.0,2025-09-04T16:00:47.347963,1145,Muy baja,cgalvis,2025-09-04T17:51:52.79372,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514421 PERFILERIA,00:03:20.507111,2.0,200.0,2025-09-04T16:16:36.766428,,ARDISA ENTREGA,230686,514425,,2025-09-04T16:20:52.606085,Orden No. 500116082,Picking,1.0,98,200.0,2025-09-04T16:00:47.347963,1145,Muy baja,cmendez,2025-09-04T16:17:19.49201,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514418 Madera F5,F6,F7 Y F8",00:02:45.998213,2.0,12.0,2025-09-04T16:06:16.841548,,ARDISA ENTREGA,230685,514424,,2025-09-04T19:26:15.505061,Orden No. 889012628,Picking,1.0,98,12.0,2025-09-04T16:00:44.739141,1290,Muy baja,mdiaz,2025-09-04T19:15:59.096952,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514418 Madera F5,F6,F7 Y F8<A10",00:02:16.261931,2.0,7.0,2025-09-04T16:06:16.841548,,ARDISA ENTREGA,230684,514422,,2025-09-04T19:23:31.392123,Orden No. 889012628,Picking,1.0,98,7.0,2025-09-04T16:00:44.739141,1290,Muy baja,mdiaz,2025-09-04T19:21:08.488112,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514415 MADERA ALT 10 PICKING,00:01:20.435834,1.0,3.0,2025-09-04T16:15:24.28814,,VENTA PUNTUAL,230683,514417,,2025-09-04T18:01:39.467395,Orden No. 144769,Picking,1.0,98,3.0,2025-09-04T16:00:42.650233,1145,Muy baja,jvaca,2025-09-04T16:23:28.896129,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514411 BUC-ETERBOARD_DRYWALL_F29 Y 30,00:02:19.523023,2.0,100.0,2025-09-04T16:15:56.969566,,ARDISA ENTREGA,230682,514413,,2025-09-04T17:16:35.760237,Orden No. 500116081,Picking,1.0,98,100.0,2025-09-04T16:00:32.715809,1145,Muy baja,cgalvis,2025-09-04T16:23:39.40412,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514408 MADERA ALT 10 PICKING,00:00:23.363161,1.0,1.0,2025-09-04T16:15:24.28814,,VENTA PUNTUAL,230680,514410,,2025-09-04T16:44:53.676125,Orden No. 144768,Picking,1.0,98,1.0,2025-09-04T16:00:29.754208,1145,Muy baja,jvaca,2025-09-04T16:23:33.719486,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514408 CANTOS Y HERRAJES ,00:12:37.653889,2.0,6.0,2025-09-04T16:15:47.102544,,VENTA PUNTUAL,230681,514412,,2025-09-04T16:41:00.407908,Orden No. 144768,Picking,1.0,98,6.0,2025-09-04T16:00:29.754208,1145,Muy baja,eduarte,2025-09-04T16:22:26.435119,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514405 CANTOS Y HERRAJES ,00:10:03.044659,1.0,3.0,2025-09-04T16:15:47.102544,,VENTA PUNTUAL,230679,514406,,2025-09-04T17:14:22.753251,Orden No. 144767,Picking,1.0,98,3.0,2025-09-04T16:00:21.596141,1145,Muy baja,eduarte,2025-09-04T16:22:19.490894,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514398  -  CRA 16 27 65,00:00:13.670065,1.0,687.0,2025-09-04T15:49:59.93026,,PRODUCCIÒN,230678,514398,,2025-09-04T16:21:19.855471,,Auditoria Picking,1.0,98,687.0,2025-09-04T15:30:39.352161,1145,Normal,hpinzon,2025-09-04T16:20:43.426413,Complete,2025-09-04T00:00:00,2025-09-05 15:39:43
514398 CANTOS Y HERRAJES ,00:18:13.099303,1.0,687.0,2025-09-04T15:30:50.81589,,PRODUCCIÒN,230677,514399,,2025-09-04T16:05:00.944693,Orden No. 144766,Picking,1.0,98,687.0,2025-09-04T15:30:22.592188,1145,Muy baja,eduarte,2025-09-04T15:42:35.720998,Complete,2025-09-04T00:00:00,2025-09-05 15:39:43
514369  -  Cra 12 # 57 - 90 km 7 vía Girón,00:00:06.81187,1.0,1.0,2025-09-04T15:21:17.680858,,CLIENTE RECOGE,230676,514369,,2025-09-04T16:21:34.515985,,Auditoria Picking,1.0,98,1.0,2025-09-04T15:21:01.340663,1145,Normal,hpinzon,2025-09-04T16:21:27.704115,Complete,2025-09-04T00:00:00,2025-09-05 15:39:43
514369  -  Cra 12 # 57 - 90 km 7 vía Girón,00:01:06.241207,1.0,1.0,2025-09-04T15:20:06.384155,,CLIENTE RECOGE,230675,514382,,2025-09-04T15:23:52.540012,Orden No. 935009757,Picking,1.0,98,1.0,2025-09-04T15:19:51.036792,1145,Alta,jvaca,2025-09-04T15:22:42.071822,Complete,2025-09-04T00:00:00,2025-09-05 15:39:43
E514380,00:01:17.812005,1.0,2.0,2025-09-04T15:01:59.66429,,Orden de Compra,230674,514380,,2025-09-04T15:07:24.748126,,Entrada de almacen,1.0,98,2.0,2025-09-04T15:01:51.204055,1145,Normal,cgalvis,2025-09-04T15:06:06.936121,Complete,2025-09-15T00:00:00,2025-09-05 15:39:43
514374  -  CALLE 28# 9-32 DIAGONAL AL ROMBOY DE LA NOVENA,00:54:39.234228,4.0,157.0,2025-09-04T15:11:59.093308,,ARDISA ENTREGA,230673,514374,,2025-09-04T17:20:19.451235,,Auditoria Picking,1.0,98,157.0,2025-09-04T15:01:36.796144,1145,Normal,hpinzon,2025-09-04T16:21:42.823307,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514373  -  MESA DE RUITOQUE VEREDA COLINAS,00:34:15.22523,19.0,34.0,2025-09-04T15:11:59.093308,,ARDISA ENTREGA,230672,514373,,2025-09-04T17:18:39.219267,,Auditoria Picking,1.0,98,34.0,2025-09-04T15:01:36.796144,1145,Normal,hpinzon,2025-09-04T16:44:23.994037,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514374 MADERA ALT 10 PICKING,00:06:31.348757,1.0,7.0,2025-09-04T15:01:52.56778,,ARDISA ENTREGA,230667,514375,,2025-09-04T16:21:25.332121,Orden No. 885033115,Picking,1.0,98,7.0,2025-09-04T15:00:26.917867,1145,Muy baja,jvaca,2025-09-04T15:45:14.232128,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514374 CANTOS Y HERRAJES ,00:15:07.454853,1.0,140.0,2025-09-04T15:02:01.655868,,ARDISA ENTREGA,230670,514378,,2025-09-04T16:44:52.838201,Orden No. 885033115,Picking,1.0,98,140.0,2025-09-04T15:00:26.917867,1145,Muy baja,eduarte,2025-09-04T15:42:28.919862,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514374 MADERA FILAS 1 Y 5 TORRES,00:04:50.738058,1.0,2.0,2025-09-04T15:01:52.56778,,ARDISA ENTREGA,230669,514377,,2025-09-04T16:23:09.919006,Orden No. 885033115,Picking,1.0,98,2.0,2025-09-04T15:00:26.917867,1145,Muy baja,jvaca,2025-09-04T15:45:27.98192,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514374 MADERA F2,3,4 ALTURAS SUPERIORES ",00:02:22.992755,1.0,8.0,2025-09-04T15:01:52.56778,,ARDISA ENTREGA,230668,514376,,2025-09-04T16:23:21.48414,Orden No. 885033115,Picking,1.0,98,8.0,2025-09-04T15:00:26.917867,1145,Muy baja,jvaca,2025-09-04T15:45:21.063939,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514373 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:40:40.519592,19.0,34.0,2025-09-04T15:02:16.776172,,ARDISA ENTREGA,230671,514379,,2025-09-04T16:29:16.452125,Orden No. 500116079,Picking,1.0,98,34.0,2025-09-04T15:00:24.361662,1145,Muy baja,aanaya,2025-09-04T15:29:36.222388,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514354  -  CRA 16 27 65,00:08:17.520234,1.0,12.0,2025-09-04T15:11:59.093308,,VENTA PUNTUAL,230664,514354,,2025-09-04T16:56:43.673871,,Auditoria Picking,1.0,98,12.0,2025-09-04T14:41:41.682303,1145,Normal,hpinzon,2025-09-04T16:48:26.153637,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514357  -  CALLE 17 # 3 - 59  BARRIO SAN SILVESTRE,00:01:40.867688,8.0,41.0,2025-09-04T15:11:59.093308,,ARDISA ENTREGA,230665,514357,,2025-09-04T16:50:14.15602,,Auditoria Picking,1.0,98,41.0,2025-09-04T14:41:41.682303,1145,Normal,hpinzon,2025-09-04T16:48:33.288332,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514357 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:35:17.890137,7.0,36.0,2025-09-04T14:42:25.780142,,ARDISA ENTREGA,230663,514359,,2025-09-04T16:28:49.338786,Orden No. 500116075,Picking,1.0,98,36.0,2025-09-04T14:30:22.08626,1145,Muy baja,aanaya,2025-09-04T14:50:54.936335,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514357 PISO-PARED PICKING ATL 10-20,00:08:11.718485,1.0,5.0,2025-09-04T14:42:25.780142,,ARDISA ENTREGA,230662,514358,,2025-09-04T15:10:54.999271,Orden No. 500116075,Picking,1.0,98,5.0,2025-09-04T14:30:22.08626,1145,Muy baja,cmendez,2025-09-04T15:02:37.742968,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514354 CANTOS Y HERRAJES ,00:02:54.979163,1.0,12.0,2025-09-04T14:41:55.194938,,VENTA PUNTUAL,230661,514355,,2025-09-04T15:42:22.390075,Orden No. 144764,Picking,1.0,98,12.0,2025-09-04T14:30:15.836147,1145,Muy baja,eduarte,2025-09-04T14:55:57.482217,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514090  -  manzana u casa 22 barrio mirador san juan- abraham rojas-3176432097,00:00:08.052224,1.0,100.0,2025-09-04T14:25:02.64029,,ARDISA ENTREGA,230658,514090,,2025-09-04T16:45:23.11527,,Auditoria Picking,1.0,98,100.0,2025-09-04T14:24:48.93134,1145,Normal,hpinzon,2025-09-04T16:45:15.063046,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514088  -  MZ 11 LI 19 20 VEREDA ACAPULGO,00:00:12.305416,2.0,200.0,2025-09-04T14:25:02.64029,,ARDISA ENTREGA,230657,514088,,2025-09-04T16:39:40.982719,,Auditoria Picking,1.0,98,200.0,2025-09-04T14:24:48.93134,1145,Normal,hpinzon,2025-09-04T16:38:12.788606,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
"514094  -  lote 155 urbanización la mutisa, barrio nueva Colombia piedecuesta-3242599261",00:00:57.274345,1.0,200.0,2025-09-04T14:25:02.64029,,ARDISA ENTREGA,230660,514094,,2025-09-04T16:48:23.420457,,Auditoria Picking,1.0,98,200.0,2025-09-04T14:24:48.93134,1145,Normal,hpinzon,2025-09-04T16:47:26.146112,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514092  -  CLL 51 N O 16 66 BRR VILLA LUZ O,00:01:42.382504,1.0,50.0,2025-09-04T14:25:02.64029,,ARDISA ENTREGA,230659,514092,,2025-09-04T16:47:11.248122,,Auditoria Picking,1.0,98,50.0,2025-09-04T14:24:48.93134,1145,Normal,hpinzon,2025-09-04T16:45:28.865618,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514088  -  MZ 11 LI 19 20 VEREDA ACAPULGO,00:00:46.499719,2.0,200.0,2025-09-04T14:24:17.52801,,ARDISA ENTREGA,230656,514351,,2025-09-04T14:41:59.384132,Orden No. 893021908,Picking,1.0,98,200.0,2025-09-04T14:23:01.340962,1145,Muy baja,aanaya,2025-09-04T14:37:05.992122,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514090  -  manzana u casa 22 barrio mirador san juan- abraham rojas-3176432097,00:00:33.558262,1.0,100.0,2025-09-04T14:20:55.512263,,ARDISA ENTREGA,230655,514350,,2025-09-04T14:41:45.004474,Orden No. 893021909,Picking,1.0,98,100.0,2025-09-04T14:20:10.142674,1145,Muy baja,aanaya,2025-09-04T14:36:16.838765,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
514092  -  CLL 51 N O 16 66 BRR VILLA LUZ O,00:00:25.700491,1.0,50.0,2025-09-04T14:18:26.705211,,ARDISA ENTREGA,230654,514349,,2025-09-04T14:41:31.660149,Orden No. 893021910,Picking,1.0,98,50.0,2025-09-04T14:18:09.051831,1145,Muy baja,aanaya,2025-09-04T14:35:37.86438,Complete,2025-09-05T00:00:00,2025-09-05 15:39:43
