ctsk_task_name,ctti_time_els_value,ctsk_lines,ctsk_current_value,ctsk_waiting_date,ctsk_parking_dock_code,cdct_name,ctsk_id,ctsk_document_id,ctsk_reference,ctsk_complete_date,ctsk_task_description,ctst_name,ctsk_pci,ctsk_organization_id,ctsk_target_value,ctsk_created_on,cwhs_code,ctsk_priority,ctsk_task_user,ctsk_running_date,ctsk_task_state,ctsk_planning_date,metadata_fecha_consulta
515551 CANTOS Y HERRAJES ,00:24:41.060616,4.0,5.0,2025-09-05T17:12:54.33202,,ARDISA ENTREGA,231139,515552,,2025-09-05T19:58:56.964009,Orden No. 887055329,Picking,1.0,98,5.0,2025-09-05T16:45:41.830331,1145,Muy baja,eduarte,2025-09-05T19:10:01.079936,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515545  -  CRA 16 27 65,01:41:27.229717,1.0,1.0,2025-09-05T16:34:10.517379,,PRODUCCIÒN,231137,515545,,2025-09-05T20:16:19.765083,,Auditoria Picking,1.0,98,1.0,2025-09-05T16:33:09.388135,1145,Normal,hpinzon,2025-09-05T16:53:29.570454,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
515548  -  CR 16 #24-13,01:41:17.338668,2.0,9.0,2025-09-05T16:34:10.517379,,ARDISA ENTREGA,231138,515548,,2025-09-05T20:17:24.093472,,Auditoria Picking,1.0,98,9.0,2025-09-05T16:33:09.388135,1145,Normal,hpinzon,2025-09-05T16:53:24.201268,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
E515510,,6.0,0.0,2025-09-05T16:33:05.480128,,Entrada de tapas,231136,515510,,,,Entrada de almacen,0.0,98,13.0,2025-09-05T16:32:55.94427,1145,Normal,dquintero,,Waiting,,2025-09-06 01:44:10
515548 MADERA ALT 10 PICKING,00:06:19.391105,2.0,9.0,2025-09-05T16:33:35.089994,,ARDISA ENTREGA,231135,515549,,2025-09-05T18:50:15.372121,Orden No. 935009796,Picking,1.0,98,9.0,2025-09-05T16:32:47.51696,1145,Muy baja,jvaca,2025-09-05T16:40:20.710824,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515545 MADERA ALT 10 PICKING,00:02:22.622853,1.0,1.0,2025-09-05T16:33:35.089994,,PRODUCCIÒN,231134,515546,,2025-09-05T18:55:13.870306,Orden No. 144862,Picking,1.0,98,1.0,2025-09-05T16:31:22.508392,1145,Normal,jvaca,2025-09-05T16:40:13.524136,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
515523  -  Calle 43 # 29-64 CABECERA,02:12:10.688836,8.0,431.0,2025-09-05T16:34:10.517379,,ARDISA ENTREGA,231130,515523,,2025-09-05T20:10:36.380391,,Auditoria Picking,1.0,98,431.0,2025-09-05T16:31:16.516134,1145,Normal,hpinzon,2025-09-05T16:53:47.809104,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515533  -  CRA 16 27 65,01:40:45.636249,1.0,5.0,2025-09-05T16:34:10.517379,,VENTA PUNTUAL,231132,515533,,2025-09-05T20:13:10.589665,,Auditoria Picking,1.0,98,5.0,2025-09-05T16:31:16.516134,1145,Normal,hpinzon,2025-09-05T16:53:34.624416,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515525  -  CRA 16 27 65,02:11:11.46201,2.0,2.0,2025-09-05T16:34:10.517379,,VENTA PUNTUAL,231131,515525,,2025-09-05T20:12:24.576049,,Auditoria Picking,1.0,98,2.0,2025-09-05T16:31:16.516134,1145,Normal,hpinzon,2025-09-05T16:53:40.576107,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515541 Madera F5,F6,F7 Y F8",,2.0,0.0,,,ARDISA ENTREGA,231133,515543,,,Orden No. 889012635,Picking,0.0,98,13.0,2025-09-05T16:31:08.728242,1290,Muy baja,,,Pending,2025-09-08T00:00:00,2025-09-06 01:44:10
515533 CANTOS Y HERRAJES ,00:05:01.783037,1.0,5.0,2025-09-05T16:32:52.938091,,VENTA PUNTUAL,231129,515534,,2025-09-05T19:56:52.824724,Orden No. 144858,Picking,1.0,98,5.0,2025-09-05T16:30:49.176139,1145,Muy baja,eduarte,2025-09-05T17:43:39.849216,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515525 CANTOS Y HERRAJES ,00:10:53.129362,2.0,2.0,2025-09-05T16:32:52.938091,,VENTA PUNTUAL,231125,515528,,2025-09-05T19:56:05.352374,Orden No. 144857,Picking,1.0,98,2.0,2025-09-05T16:30:39.071071,1145,Muy baja,eduarte,2025-09-05T17:08:07.460117,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515523 BUC-GRIVAL-PAVCO F24,25,26,27 ",00:07:56.850138,3.0,401.0,2025-09-05T16:31:56.634967,,ARDISA ENTREGA,231127,515530,,2025-09-05T18:46:52.090747,Orden No. 883072274,Picking,1.0,98,401.0,2025-09-05T16:30:36.436203,1145,Muy baja,gsandoval,2025-09-05T16:49:25.066635,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515523 PISO-PARED PICKING ATL 10-20,00:04:01.330575,2.0,16.0,2025-09-05T16:32:15.487992,,ARDISA ENTREGA,231123,515526,,2025-09-05T18:05:15.003351,Orden No. 883072274,Picking,1.0,98,16.0,2025-09-05T16:30:36.436203,1145,Muy baja,cmendez,2025-09-05T17:01:22.700141,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515523 PISO PAREDES F7-8 ALTURAS,00:33:06.907447,1.0,8.0,2025-09-05T16:32:15.487992,,ARDISA ENTREGA,231124,515527,,2025-09-05T18:04:59.763253,Orden No. 883072274,Picking,1.0,98,8.0,2025-09-05T16:30:36.436203,1145,Muy baja,cmendez,2025-09-05T16:36:30.763058,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515523 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:02:03.76639,1.0,1.0,2025-09-05T16:32:27.501231,,ARDISA ENTREGA,231126,515529,,2025-09-05T19:05:17.624226,Orden No. 883072274,Picking,1.0,98,1.0,2025-09-05T16:30:36.436203,1145,Muy baja,eduarte,2025-09-05T17:26:56.562279,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515523 BUC-ETERBOARD_DRYWALL_F29 Y 30,00:04:40.630481,1.0,5.0,2025-09-05T16:32:39.730565,,ARDISA ENTREGA,231128,515531,,2025-09-05T19:54:03.792125,Orden No. 883072274,Picking,1.0,98,5.0,2025-09-05T16:30:36.436203,1145,Muy baja,gsandoval,2025-09-05T16:49:20.648117,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515520 Maderas Medias Laminas Bog,00:01:37.396196,1.0,0.5,2025-09-05T16:31:42.224198,,VENTA PUNTUAL,231122,515521,,2025-09-05T16:42:32.389843,Orden No. 144856,Picking,1.0,98,0.5,2025-09-05T16:30:29.520136,1290,Muy baja,mdiaz,2025-09-05T16:39:52.751967,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515514 Madera, Crear Media Lamina Bog",00:07:28.31078,1.0,0.5,2025-09-05T16:31:42.224198,,VENTA PUNTUAL,231120,515515,,2025-09-05T17:57:52.743056,Orden No. 144855,Picking,1.0,98,0.5,2025-09-05T16:30:19.164254,1290,Muy baja,mdiaz,2025-09-05T16:39:56.44412,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515496  -  CR 11 2 45 BRR SANTA ANA,00:00:28.148004,3.0,65.0,2025-09-05T16:19:12.301725,,ARDISA ENTREGA,231119,515496,,2025-09-05T16:54:21.941084,,Auditoria Picking,1.0,98,65.0,2025-09-05T16:19:00.277248,1145,Normal,hpinzon,2025-09-05T16:53:53.79308,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515496  -  CR 11 2 45 BRR SANTA ANA,00:01:08.737431,2.0,50.0,2025-09-05T16:18:41.728132,,ARDISA ENTREGA,231118,515498,,2025-09-05T16:29:49.075159,Orden No. 893021925,Picking,1.0,98,50.0,2025-09-05T16:18:28.396134,1145,Muy baja,cmendez,2025-09-05T16:24:33.715836,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515496 CEMENTO,00:01:49.523454,1.0,15.0,2025-09-05T16:18:41.728132,,ARDISA ENTREGA,231117,515497,,2025-09-05T16:29:59.206103,Orden No. 893021925,Picking,1.0,98,15.0,2025-09-05T16:15:45.963857,1145,Muy baja,cmendez,2025-09-05T16:25:42.548122,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515484  -  Vereda los Colorados sector el Buey 200 metros adelante de la ye a mano derecha,00:37:14.793071,1.0,50.0,2025-09-05T16:08:22.258736,,ARDISA ENTREGA,231116,515484,,2025-09-05T16:54:59.567905,,Auditoria Picking,1.0,98,50.0,2025-09-05T16:08:07.804137,1145,Normal,hpinzon,2025-09-05T16:17:44.774834,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515484  -  Vereda los Colorados sector el Buey 200 metros adelante de la ye a mano derecha,00:00:55.068493,1.0,50.0,2025-09-05T16:07:58.312204,,ARDISA ENTREGA,231115,515493,,2025-09-05T16:30:20.072388,Orden No. 500116158,Picking,1.0,98,50.0,2025-09-05T16:06:58.842998,1145,Muy baja,cmendez,2025-09-05T16:27:40.154243,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515486  -  CALLE 5 N. 11-59  SAN RAFAEL BUCARAMAMNGA,00:00:32.207379,1.0,2.0,2025-09-05T16:03:47.586819,,ARDISA ENTREGA,231113,515486,,2025-09-05T17:24:10.528627,,Auditoria Picking,1.0,98,2.0,2025-09-05T16:03:34.9048,1145,Normal,hpinzon,2025-09-05T17:23:38.321248,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515489  -  VDA LA VENTA KM 1 VIA BOGOTA DG ESTACON DE SERVICIO TRAS PIEDECUESTA,02:08:14.607707,7.0,54.0,2025-09-05T16:03:47.586819,,ARDISA ENTREGA,231114,515489,,2025-09-05T20:10:00.160121,,Auditoria Picking,1.0,98,54.0,2025-09-05T16:03:34.9048,1145,Normal,hpinzon,2025-09-05T17:32:59.907669,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515489 PISO-PARED PICKING ATL 10-20,00:08:32.849296,3.0,10.0,2025-09-05T16:05:43.078773,,ARDISA ENTREGA,231110,515490,,2025-09-05T18:38:18.110477,Orden No. 500116160,Picking,1.0,98,10.0,2025-09-05T16:01:32.558849,1145,Muy baja,cmendez,2025-09-05T16:23:40.188053,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515489 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",01:16:10.203044,2.0,14.0,2025-09-05T16:04:45.856389,,ARDISA ENTREGA,231111,515491,,2025-09-05T19:04:21.686953,Orden No. 500116160,Picking,1.0,98,14.0,2025-09-05T16:01:32.558849,1145,Muy baja,eduarte,2025-09-05T16:09:40.893742,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515489 BUC-ETERBOARD_DRYWALL_F29 Y 30,00:31:41.257341,2.0,30.0,2025-09-05T16:05:34.184173,,ARDISA ENTREGA,231112,515492,,2025-09-05T19:54:23.867476,Orden No. 500116160,Picking,1.0,98,30.0,2025-09-05T16:01:32.558849,1145,Muy baja,gsandoval,2025-09-05T16:49:31.63453,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515486 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:03:56.701886,1.0,2.0,2025-09-05T16:04:45.856389,,ARDISA ENTREGA,231109,515487,,2025-09-05T17:07:52.488524,Orden No. 500116159,Picking,1.0,98,2.0,2025-09-05T16:01:21.579153,1145,Muy baja,aanaya,2025-09-05T16:09:34.074306,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515478 Formica,00:03:35.600398,1.0,2.0,2025-09-05T16:03:45.899902,,VENTA PUNTUAL,231108,515480,,2025-09-05T16:09:20.443051,Orden No. 144854,Picking,1.0,98,2.0,2025-09-05T16:00:25.420134,1290,Muy baja,mdiaz,2025-09-05T16:05:44.842653,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515444  -  KM 2.7 LOTE 1E VEREDA RUITOQUE FLORIDABLANCA, VIA RUITOQUE BAJO",00:00:05.655067,1.0,100.0,2025-09-05T15:53:38.536295,,ARDISA ENTREGA,231106,515444,,2025-09-05T17:32:26.16718,,Auditoria Picking,1.0,98,100.0,2025-09-05T15:53:23.253247,1145,Normal,hpinzon,2025-09-05T17:32:20.512113,Complete,2025-09-08T00:00:00,2025-09-06 01:44:10
515443  -  CRA 55 # 20 - 27 MIRAFLOREZ,00:00:09.376,1.0,50.0,2025-09-05T15:53:38.536295,,ARDISA ENTREGA,231105,515443,,2025-09-05T17:26:15.168114,,Auditoria Picking,1.0,98,50.0,2025-09-05T15:53:23.253247,1145,Normal,hpinzon,2025-09-05T17:26:05.792114,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515443  -  CRA 55 # 20 - 27 MIRAFLOREZ,00:01:29.87998,1.0,50.0,2025-09-05T15:53:04.684584,,ARDISA ENTREGA,231104,515470,,2025-09-05T16:30:35.008123,Orden No. 893021923,Picking,1.0,98,50.0,2025-09-05T15:52:50.010448,1145,Muy baja,cmendez,2025-09-05T16:03:18.540116,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515444  -  KM 2.7 LOTE 1E VEREDA RUITOQUE FLORIDABLANCA, VIA RUITOQUE BAJO",00:09:10.218334,1.0,100.0,2025-09-05T15:52:11.664135,,ARDISA ENTREGA,231103,515469,,2025-09-05T16:30:57.51422,Orden No. 500116153,Picking,1.0,98,100.0,2025-09-05T15:51:46.386515,1145,Muy baja,cmendez,2025-09-05T16:04:43.893224,Complete,2025-09-08T00:00:00,2025-09-06 01:44:10
E515468,00:00:18.171133,1.0,0.0,2025-09-05T15:52:11.72828,,Orden de Compra,231102,515468,,2025-09-05T16:58:14.854361,,Entrada de almacen,0.0,98,4.0,2025-09-05T15:51:45.042399,1145,Normal,gsandoval,2025-09-05T15:58:31.992134,Complete,2025-09-25T00:00:00,2025-09-06 01:44:10
515436  -  CALLE 43#11-06,00:00:53.097407,1.0,65.0,2025-09-05T15:48:17.744189,,ARDISA ENTREGA,231100,515464,,2025-09-05T16:41:10.590557,Orden No. 887055315,Picking,1.0,98,65.0,2025-09-05T15:47:58.624905,1145,Muy baja,jvaca,2025-09-05T15:57:37.160839,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515462 Madera F5,F6,F7 Y F8<A10",00:04:41.251216,1.0,6.0,2025-09-05T15:54:11.620756,,ARDISA ENTREGA,231099,515463,,2025-09-05T16:05:40.193299,Orden No. 911007181,Picking,1.0,98,6.0,2025-09-05T15:46:46.051931,1290,Muy baja,mdiaz,2025-09-05T16:00:58.942083,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515455 Madera F5,F6,F7 Y F8",00:00:08.722596,3.0,0.0,2025-09-05T16:20:36.187634,,ARDISA ENTREGA,231096,515456,,,Orden No. 889012634,Picking,0.0,98,10.0,2025-09-05T15:45:45.769019,1290,Muy baja,lguerrero,2025-09-05T16:21:24.978264,Waiting,2025-09-08T00:00:00,2025-09-06 01:44:10
515388  -  CARRERA 29A No. 39-50 Barrio Giraluz,00:03:33.545704,3.0,90.0,2025-09-05T15:45:23.40085,,CLIENTE RECOGE,231095,515388,,2025-09-05T17:29:48.791929,,Auditoria Picking,1.0,98,90.0,2025-09-05T15:44:59.900133,1145,Normal,hpinzon,2025-09-05T15:45:47.583237,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
515388 CANTOS Y HERRAJES ,00:08:59.298425,2.0,86.0,2025-09-05T15:44:52.455744,,CLIENTE RECOGE,231094,515453,,2025-09-05T15:57:39.62889,Orden No. 500116147,Picking,1.0,98,86.0,2025-09-05T15:44:26.884098,1145,Alta,eduarte,2025-09-05T15:47:00.740107,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
"515388 MADERA F2,3,4 ALTURAS SUPERIORES ",00:01:39.692891,1.0,4.0,2025-09-05T15:44:52.455744,,CLIENTE RECOGE,231093,515452,,2025-09-05T15:47:33.869489,Orden No. 500116147,Picking,1.0,98,4.0,2025-09-05T15:44:26.884098,1145,Alta,jvaca,2025-09-05T15:45:53.274929,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
515421  -  CRA 16 27 65,00:24:19.781936,1.0,10.0,2025-09-05T15:42:04.748142,,VENTA PUNTUAL,231088,515421,,2025-09-05T17:00:19.084273,,Auditoria Picking,1.0,98,10.0,2025-09-05T15:41:39.59468,1145,Normal,hpinzon,2025-09-05T15:46:36.968076,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515440  -  CRA 16 27 65,00:28:09.664728,2.0,20.0,2025-09-05T15:42:04.748142,,VENTA PUNTUAL,231091,515440,,2025-09-05T17:25:32.978412,,Auditoria Picking,1.0,98,20.0,2025-09-05T15:41:39.59468,1145,Normal,hpinzon,2025-09-05T15:45:58.050469,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515447  -  kl 1 via Piedecuesta - Bogotá zona los colorados,02:02:44.676189,11.0,125.0,2025-09-05T15:42:04.748142,,ARDISA ENTREGA,231092,515447,,2025-09-05T19:28:30.226402,,Auditoria Picking,1.0,98,125.0,2025-09-05T15:41:39.59468,1145,Normal,hpinzon,2025-09-05T15:45:53.036162,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515417  -  CRA 17 45 149,00:45:31.434251,3.0,100.0,2025-09-05T15:42:04.748142,,ARDISA ENTREGA,231087,515417,,2025-09-05T17:19:47.588166,,Auditoria Picking,1.0,98,100.0,2025-09-05T15:41:39.59468,1145,Normal,hpinzon,2025-09-05T15:46:43.437453,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515415  -  CRA 16 27 65,00:35:10.765875,1.0,20.0,2025-09-05T15:42:04.748142,,VENTA PUNTUAL,231086,515415,,2025-09-05T17:02:25.766894,,Auditoria Picking,1.0,98,20.0,2025-09-05T15:41:39.59468,1145,Normal,hpinzon,2025-09-05T15:46:58.222964,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515427  -  CRA 16 27 65,00:24:47.221047,1.0,6.0,2025-09-05T15:41:50.775331,,PROYECTOS,231089,515427,,2025-09-05T17:20:43.348097,,Auditoria Picking,1.0,98,6.0,2025-09-05T15:41:39.59468,1145,Normal,hpinzon,2025-09-05T15:46:21.228134,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
515436  -  CALLE 43#11-06,00:25:09.872607,1.0,65.0,2025-09-05T15:42:04.748142,,ARDISA ENTREGA,231090,515436,,2025-09-05T17:21:43.352265,,Auditoria Picking,1.0,98,65.0,2025-09-05T15:41:39.59468,1145,Normal,hpinzon,2025-09-05T15:46:06.820126,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515447 PISO-PARED PICKING ATL 10-20,00:04:30.836202,3.0,6.0,2025-09-05T16:05:43.078773,,ARDISA ENTREGA,231083,515448,,2025-09-05T18:43:00.993166,Orden No. 500116154,Picking,1.0,98,6.0,2025-09-05T15:31:26.853445,1145,Muy baja,cmendez,2025-09-05T17:00:52.226376,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515447 BUC-GRIVAL-PAVCO F24,25,26,27 ",00:08:34.863635,1.0,100.0,2025-09-05T16:04:19.977545,,ARDISA ENTREGA,231085,515450,,2025-09-05T18:47:30.416737,Orden No. 500116154,Picking,1.0,98,100.0,2025-09-05T15:31:26.853445,1145,Muy baja,gsandoval,2025-09-05T16:49:44.352486,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515447 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:09:18.533677,7.0,19.0,2025-09-05T16:04:45.856389,,ARDISA ENTREGA,231084,515449,,2025-09-05T17:08:28.164115,Orden No. 500116154,Picking,1.0,98,19.0,2025-09-05T15:31:26.853445,1145,Muy baja,aanaya,2025-09-05T16:09:09.164131,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515440 CANTOS Y HERRAJES ,00:10:42.882649,2.0,20.0,2025-09-05T16:05:24.52665,,VENTA PUNTUAL,231082,515445,,2025-09-05T16:56:22.809921,Orden No. 144853,Picking,1.0,98,20.0,2025-09-05T15:31:01.108152,1145,Muy baja,eduarte,2025-09-05T16:40:32.147696,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515430 Canto,00:16:28.755451,3.0,30.0,2025-09-05T15:54:11.620756,,VENTA PUNTUAL,231078,515432,,2025-09-05T16:32:35.784121,Orden No. 144852,Picking,1.0,98,30.0,2025-09-05T15:30:50.049805,1290,Muy baja,cangel,2025-09-05T16:01:16.855764,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515427 BUC-GRIVAL-PAVCO F24,25,26,27 ",00:06:52.687875,1.0,6.0,2025-09-05T16:04:19.977545,,PROYECTOS,231077,515428,,2025-09-05T18:47:43.847322,Orden No. 144851,Picking,1.0,98,6.0,2025-09-05T15:30:41.35214,1145,Muy baja,gsandoval,2025-09-05T16:49:48.930437,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
515421 CANTOS Y HERRAJES ,00:04:00.594386,1.0,10.0,2025-09-05T16:05:24.52665,,VENTA PUNTUAL,231075,515422,,2025-09-05T16:56:11.06561,Orden No. 144850,Picking,1.0,98,10.0,2025-09-05T15:30:35.362548,1145,Muy baja,eduarte,2025-09-05T16:18:27.293303,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515417 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:05:28.351071,3.0,100.0,2025-09-05T16:04:45.856389,,ARDISA ENTREGA,231074,515419,,2025-09-05T17:07:39.923757,Orden No. 500116150,Picking,1.0,98,100.0,2025-09-05T15:30:23.516871,1145,Muy baja,aanaya,2025-09-05T16:08:45.705067,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515415 CANTOS Y HERRAJES ,00:04:09.694419,1.0,20.0,2025-09-05T16:05:24.52665,,VENTA PUNTUAL,231073,515418,,2025-09-05T16:29:00.422823,Orden No. 144849,Picking,1.0,98,20.0,2025-09-05T15:30:22.036581,1145,Muy baja,eduarte,2025-09-05T16:18:19.428111,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
510519  -  CL 108 33 30,00:02:34.565832,1.0,6.0,2025-09-05T15:26:20.035345,,CLIENTE RECOGE,231072,510519,,2025-09-05T15:36:42.785544,,Auditoria Picking,1.0,98,6.0,2025-09-05T15:26:00.644636,1145,Normal,hpinzon,2025-09-05T15:34:08.219712,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
510519 CANTOS Y HERRAJES ,00:05:34.931298,1.0,6.0,2025-09-05T15:25:45.744407,,CLIENTE RECOGE,231071,515411,,2025-09-05T15:34:23.384192,Orden No. 885033027,Picking,1.0,98,6.0,2025-09-05T15:25:33.552304,1145,Alta,eduarte,2025-09-05T15:27:56.156641,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
E515407,00:48:29.127767,3.0,108.0,2025-09-05T15:13:03.27442,,Orden de Compra,231070,515407,,2025-09-05T16:14:43.145962,,Entrada de almacen,1.0,98,108.0,2025-09-05T15:12:48.005128,1145,Normal,cmendez,2025-09-05T15:15:50.903926,Complete,2025-09-14T00:00:00,2025-09-06 01:44:10
E515405,00:00:49.173165,1.0,8.0,2025-09-05T15:08:27.858911,,Salida por entrega,231069,515405,,2025-09-05T21:41:23.106019,,Entrada de almacen,1.0,98,8.0,2025-09-05T15:08:00.586086,1145,Normal,eduarte,2025-09-05T21:40:33.932854,Complete,,2025-09-06 01:44:10
E515404,00:12:18.874118,10.0,822.0,2025-09-05T15:07:10.664199,,Salida por entrega,231068,515404,,2025-09-05T21:40:15.942363,,Entrada de almacen,1.0,98,822.0,2025-09-05T15:06:46.151175,1145,Normal,eduarte,2025-09-05T20:07:58.219498,Complete,,2025-09-06 01:44:10
E515402,00:19:13.502817,19.0,619.0,2025-09-05T15:23:49.519235,,Salida por entrega,231067,515402,,2025-09-05T21:26:51.175639,,Entrada de almacen,1.0,98,619.0,2025-09-05T15:05:27.714554,1145,Normal,eduarte,2025-09-05T21:07:37.672822,Complete,,2025-09-06 01:44:10
E515398,00:00:34.787828,1.0,52.0,2025-09-05T15:04:42.536295,,Salida por entrega,231066,515398,,2025-09-05T18:17:24.378121,,Entrada de almacen,1.0,98,52.0,2025-09-05T15:04:32.156302,1145,Normal,jvaca,2025-09-05T18:16:49.590293,Complete,,2025-09-06 01:44:10
E515396,00:01:04.848364,1.0,10.0,2025-09-05T15:03:43.684644,,Salida por entrega,231065,515396,,2025-09-05T18:18:40.349195,,Entrada de almacen,1.0,98,10.0,2025-09-05T15:03:33.543003,1145,Normal,jvaca,2025-09-05T18:17:35.500831,Complete,,2025-09-06 01:44:10
515381  -  CALLE 56 DIAGONAL 14 URBANIZACION MACAREGUA BLOQUE C APT 203,00:01:26.324741,1.0,1.0,2025-09-05T15:01:01.16258,,CLIENTE RECOGE,231064,515381,,2025-09-05T15:38:12.157452,,Auditoria Picking,1.0,98,1.0,2025-09-05T15:00:47.003719,1145,Normal,hpinzon,2025-09-05T15:36:45.832711,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
515387 Canto,00:07:44.304396,2.0,15.0,2025-09-05T15:07:16.890436,,VENTA PUNTUAL,231061,515389,,2025-09-05T16:32:50.16521,Orden No. 144848,Picking,1.0,98,15.0,2025-09-05T15:00:21.04417,1290,Muy baja,cangel,2025-09-05T15:59:00.644582,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515381 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:02:21.515806,1.0,1.0,2025-09-05T15:00:24.128024,,CLIENTE RECOGE,231060,515382,,2025-09-05T15:04:49.330467,Orden No. 893021922,Picking,1.0,98,1.0,2025-09-05T14:59:20.191324,1145,Alta,aanaya,2025-09-05T15:01:48.982654,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
E515379,00:53:46.068297,2.0,500.0,2025-09-05T14:57:51.969157,,Orden de Compra,231059,515379,,2025-09-05T18:17:33.214871,,Entrada de almacen,0.5,98,1000.0,2025-09-05T14:57:42.057526,1145,Normal,jvaca,2025-09-05T17:06:37.991129,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
E515378,00:02:09.72497,4.0,250.0,2025-09-05T14:57:15.236296,,Orden de Compra,231058,515378,,2025-09-05T18:19:18.521304,,Entrada de almacen,0.23809523809523808,98,1050.0,2025-09-05T14:56:59.256304,1145,Normal,jvaca,2025-09-05T17:11:27.310057,Complete,2025-09-14T00:00:00,2025-09-06 01:44:10
E515377,00:01:01.530253,8.0,250.0,2025-09-05T14:56:30.788296,,Orden de Compra,231057,515377,,2025-09-05T17:16:47.161341,,Entrada de almacen,1.0,98,250.0,2025-09-05T14:56:21.046358,1145,Normal,jvaca,2025-09-05T17:15:45.631088,Complete,2025-06-06T00:00:00,2025-09-06 01:44:10
E515376,00:00:50.78692,3.0,250.0,2025-09-05T14:55:50.748249,,Orden de Compra,231056,515376,,2025-09-05T18:19:23.886036,,Entrada de almacen,0.25,98,1000.0,2025-09-05T14:55:40.385617,1145,Normal,jvaca,2025-09-05T17:13:56.866241,Complete,2025-09-14T00:00:00,2025-09-06 01:44:10
E515375,00:01:51.11706,2.0,750.0,2025-09-05T14:55:14.194468,,Orden de Compra,231055,515375,,2025-09-05T17:10:51.421167,,Entrada de almacen,1.0,98,750.0,2025-09-05T14:54:56.176144,1145,Normal,jvaca,2025-09-05T17:09:00.304107,Complete,2025-09-14T00:00:00,2025-09-06 01:44:10
